20180307005505
PyPOFacetsMonolithic.py
BOX
input_data_file_001.dat
15000000
0
0
0
0
0
1
0
360
2
98 [-0.275637355816999, -0.0, -0.9612616959383189]
99 [-0.3090169943749473, -0.0, -0.9510565162951536]
100 [-0.34202014332566866, -0.0, -0.9396926207859084]
101 [-0.374606593415912, -0.0, -0.9271838545667874]
102 [-0.4067366430758002, -0.0, -0.9135454576426009]
103 [-0.43837114678907746, -0.0, -0.8987940462991669]
104 [-0.46947156278589086, -0.0, -0.8829475928589269]
105 [-0.5000000000000001, -0.0, -0.8660254037844386]
106 [-0.5299192642332048, -0.0, -0.8480480961564261]
107 [-0.5591929034707467, -0.0, -0.8290375725550418]
108 [-0.587785252292473, -0.0, -0.8090169943749476]
109 [-0.6156614753256582, -0.0, -0.788010753606722]
110 [-0.6427876096865393, -0.0, -0.766044443118978]
111 [-0.6691306063588582, -0.0, -0.7431448254773942]
112 [-0.6946583704589974, -0.0, -0.7193398003386511]
113 [-0.7193398003386512, -0.0, -0.6946583704589973]
114 [-0.7431448254773944, -0.0, -0.6691306063588581]
115 [-0.7660444431189779, -0.0, -0.6427876096865395]
116 [-0.7880107536067221, -0.0, -0.6156614753256581]
117 [-0.8090169943749473, -0.0, -0.5877852522924732]
118 [-0.8290375725550418, -0.0, -0.5591929034707466]
119 [-0.848048096156426, -0.0, -0.529919264233205]
120 [-0.8660254037844384, -0.0, -0.5000000000000004]
121 [-0.882947592858927, -0.0, -0.46947156278589075]
122 [-0.8987940462991668, -0.0, -0.43837114678907774]
123 [-0.913545457642601, -0.0, -0.4067366430758001]
124 [-0.9271838545667873, -0.0, -0.3746065934159123]
125 [-0.9396926207859084, -0.0, -0.34202014332566855]
126 [-0.9510565162951535, -0.0, -0.30901699437494756]
127 [-0.961261695938319, -0.0, -0.2756373558169989]
128 [-0.9702957262759965, -0.0, -0.24192189559966779]
129 [-0.9781476007338056, -0.0, -0.2079116908177598]
130 [-0.984807753012208, -0.0, -0.17364817766693033]
131 [-0.9902680687415703, -0.0, -0.13917310096006583]
132 [-0.9945218953682734, -0.0, -0.10452846326765336]
133 [-0.9975640502598242, -0.0, -0.06975647374412558]
134 [-0.9993908270190958, -0.0, -0.03489949670250076]
135 [-1.0, -0.0, -1.8369701987210297e-16]
136 [-0.9993908270190958, -0.0, 0.03489949670250128]
137 [-0.9975640502598243, -0.0, 0.06975647374412522]
138 [-0.9945218953682734, -0.0, 0.10452846326765299]
139 [-0.9902680687415704, -0.0, 0.13917310096006547]
140 [-0.9848077530122081, -0.0, 0.17364817766692997]
141 [-0.9781476007338056, -0.0, 0.20791169081775943]
142 [-0.9702957262759966, -0.0, 0.24192189559966745]
143 [-0.9612616959383188, -0.0, 0.2756373558169994]
144 [-0.9510565162951536, -0.0, 0.30901699437494723]
145 [-0.9396926207859083, -0.0, 0.342020143325669]
146 [-0.9271838545667874, -0.0, 0.37460659341591196]
147 [-0.9135454576426011, -0.0, 0.40673664307579976]
148 [-0.898794046299167, -0.0, 0.4383711467890774]
149 [-0.8829475928589271, -0.0, 0.4694715627858904]
150 [-0.8660254037844386, -0.0, 0.5000000000000001]
151 [-0.8480480961564262, -0.0, 0.5299192642332047]
152 [-0.8290375725550416, -0.0, 0.559192903470747]
153 [-0.8090169943749476, -0.0, 0.5877852522924729]
154 [-0.7880107536067218, -0.0, 0.6156614753256585]
155 [-0.7660444431189781, -0.0, 0.6427876096865393]
156 [-0.7431448254773946, -0.0, 0.6691306063588578]
157 [-0.7193398003386512, -0.0, 0.6946583704589973]
158 [-0.6946583704589976, -0.0, 0.7193398003386509]
159 [-0.6691306063588581, -0.0, 0.7431448254773942]
160 [-0.6427876096865396, -0.0, 0.7660444431189778]
161 [-0.6156614753256582, -0.0, 0.788010753606722]
162 [-0.5877852522924734, -0.0, 0.8090169943749473]
163 [-0.5591929034707466, -0.0, 0.8290375725550418]
164 [-0.529919264233205, -0.0, 0.848048096156426]
165 [-0.5000000000000004, -0.0, 0.8660254037844384]
166 [-0.4694715627858908, -0.0, 0.8829475928589269]
167 [-0.4383711467890778, -0.0, 0.8987940462991668]
168 [-0.40673664307580015, -0.0, 0.913545457642601]
169 [-0.37460659341591235, -0.0, 0.9271838545667873]
170 [-0.3420201433256686, -0.0, 0.9396926207859084]
171 [-0.3090169943749476, -0.0, 0.9510565162951535]
172 [-0.27563735581699894, -0.0, 0.9612616959383189]
173 [-0.24192189559966787, -0.0, 0.9702957262759965]
174 [-0.20791169081775987, -0.0, 0.9781476007338056]
175 [-0.1736481776669304, -0.0, 0.984807753012208]
176 [-0.13917310096006588, -0.0, 0.9902680687415703]
177 [-0.10452846326765342, -0.0, 0.9945218953682733]
178 [-0.06975647374412564, -0.0, 0.9975640502598242]
179 [-0.034899496702500823, -0.0, 0.9993908270190958]
180 [-2.4492935982947064e-16, -0.0, 1.0]
